district,state,abbreviation,state_dist,year,laborforce_unemployed,PercentCar,PercentCarpool,PercentPublicTrans,Walked,Other_means,Management_business_science_and_arts,Service,Sales_and_office,Natural_resources_construction_and_maintenance,Production_transportation_and_material_moving,Private_wage_and_salary_workers,Government_workers,Less_than_10000,Median_household_income,No_health_insurance,non_fam_household,college_enroll,vet_percent,diff_house_1year,foreign_born,ForeignNotCit,ForeignCit,home_lang_not_english,own_computer,total_pop,median_age,white_pct,black_pct,amer_ind,asianpac,hispanic_pct,PctU20,Pct20t45,Pct45t65,Pct65plus,U25k,r25k_50k,r50k_100k,r100k_200k,r200kplus,NoHighSchool,HighSchoolEd,SomeCollege,BachelorsOrHigher,pct_won,party
8,Minnesota,MN,MN-8,2016,2.7,79.6,9.4,1.1,3.1,1.4,33.0,19.8,21.7,11.9,13.6,79.6,13.9,5.9,53676,4.3,36.9,25.1,9.9,12.6,1.8,0.6552,1.1448,3.0,86.1,662354,43.4,92.9,1.0,2.9,0.8,1.7,23.7,28.1,28.6,19.6,22.4,24.2,32.6,17.6,3.1,6.7,32.1,38.2,23.0,50.17,D
4,Minnesota,MN,MN-4,2018,2.4,74.8,10.0,5.2,2.4,1.3,45.6,16.3,21.2,5.1,11.7,83.0,12.5,5.4,71503,4.8,39.8,28.3,5.6,14.9,13.7,5.8636,7.8364,21.3,93.6,717766,36.2,69.7,10.4,0.6,13.0,6.7,26.7,34.9,24.3,14.6,15.1,20.0,30.2,25.2,9.5,8.0,19.4,27.5,45.0,65.99,D
8,Minnesota,MN,MN-8,2018,2.6,79.5,9.6,1.2,3.0,1.5,33.4,19.4,20.7,11.1,15.3,79.6,14.8,5.1,56656,4.8,36.7,22.6,9.7,12.9,1.5,0.5670000000000001,0.9329999999999999,3.1,88.9,672274,43.4,92.4,1.0,2.7,0.7,1.8,23.0,28.4,27.9,20.5,20.3,24.3,32.1,19.8,3.6,6.4,30.9,38.8,23.9,50.72,R
3,Minnesota,MN,MN-3,2018,2.2,79.4,7.6,3.2,1.3,1.0,49.0,12.6,23.2,4.5,10.7,87.6,8.3,2.8,90442,3.7,32.6,20.3,5.9,11.5,12.3,5.4981,6.8019,14.2,95.8,723994,40.4,78.6,8.7,0.2,7.6,4.1,24.8,30.0,28.7,15.8,10.5,16.1,28.0,29.6,15.7,4.3,16.7,27.8,51.2,55.61,D
6,Minnesota,MN,MN-6,2018,2.3,83.5,6.9,1.7,1.8,0.7,36.6,14.8,21.8,10.6,16.1,84.2,11.4,3.0,82078,3.2,28.2,24.7,7.1,12.4,5.9,2.6432,3.2568,7.9,94.1,722715,37.5,89.5,3.7,0.4,2.7,3.5,27.4,32.2,26.8,13.0,11.6,16.7,32.2,32.9,6.6,5.7,27.4,36.1,30.8,61.11,R
7,Minnesota,MN,MN-7,2018,2.2,79.4,8.3,0.7,3.3,1.2,33.2,16.5,20.5,12.4,17.5,78.1,13.1,4.9,58463,5.0,35.4,20.8,8.2,11.6,3.3,1.881,1.419,6.0,88.6,663069,40.3,90.5,1.7,2.9,0.9,5.1,26.0,28.8,25.6,19.6,20.5,22.1,35.0,19.5,2.9,7.7,31.9,38.2,22.3,52.1,D
1,Minnesota,MN,MN-1,2018,1.9,78.2,9.3,2.2,3.4,1.1,36.7,17.1,19.6,9.6,17.0,82.7,11.0,4.3,61247,4.5,37.0,27.2,7.0,13.3,6.6,3.7289999999999996,2.8710000000000004,9.9,90.6,678418,38.6,89.4,3.2,0.3,3.0,6.8,25.4,31.7,25.1,17.4,17.4,23.8,32.6,21.7,4.5,8.1,29.0,33.1,29.8,50.13,R
2,Minnesota,MN,MN-2,2018,2.2,80.3,8.1,3.1,1.3,1.0,43.2,14.9,21.9,7.0,13.0,84.4,10.8,2.7,86218,3.4,29.0,22.7,6.6,11.1,9.3,4.0176,5.2824,12.7,95.2,714141,37.9,84.2,5.6,0.5,4.7,6.3,27.2,32.1,26.6,13.9,10.2,16.7,30.8,32.2,10.0,4.8,21.9,33.1,40.1,52.66,D
5,Minnesota,MN,MN-5,2018,3.0,67.3,7.7,10.0,5.7,4.1,48.5,17.6,20.1,3.5,10.3,84.8,10.8,6.9,65782,6.0,50.3,38.5,4.8,18.4,15.4,8.0388,7.3612,21.7,93.4,718802,33.7,67.3,17.0,1.3,5.9,9.5,23.7,42.7,21.2,12.7,18.4,20.2,29.6,24.0,7.8,8.2,17.8,26.2,47.7,77.97,D
1,Mississippi,MS,MS-1,2014,5.3,87.5,7.4,0.3,1.0,1.2,30.3,14.7,23.5,10.5,20.9,79.2,14.7,9.5,41448,14.0,30.5,26.9,7.5,14.8,2.2,1.5686,0.6314,3.5,78.0,760275,37.1,69.5,27.3,0.1,0.6,3.0,27.8,32.4,25.1,14.7,29.9,27.8,28.8,11.3,2.1,17.1,31.0,32.6,19.2,67.91,R
2,Mississippi,MS,MS-2,2014,7.8,86.1,8.8,0.3,1.6,1.3,28.7,21.4,22.8,9.7,17.5,73.8,20.5,15.1,32701,15.9,33.6,23.8,6.0,11.4,1.7,1.0829,0.6171,2.5,69.7,722640,35.6,31.5,66.2,0.4,0.4,2.1,28.8,33.1,24.8,13.3,38.4,28.0,23.2,9.3,1.1,21.2,29.9,30.3,18.8,67.74,D
3,Mississippi,MS,MS-3,2014,4.1,84.5,10.4,0.2,1.0,1.5,36.2,15.4,23.8,12.3,12.3,75.8,18.0,10.7,41762,12.2,33.8,27.9,7.7,12.8,2.0,1.3780000000000001,0.622,4.1,76.6,749430,37.5,61.4,35.3,0.8,1.1,2.0,27.2,32.5,25.4,14.9,31.7,24.6,26.2,14.2,3.3,15.7,28.6,30.4,25.3,68.89,R
4,Mississippi,MS,MS-4,2014,5.4,84.0,8.3,0.3,2.1,2.9,28.7,19.8,24.7,12.3,14.5,76.7,17.5,10.9,41944,15.9,32.6,26.3,9.7,14.3,2.8,1.5512,1.2488,4.4,79.3,761734,36.7,71.6,23.9,0.4,1.1,3.6,27.8,32.7,25.4,14.1,30.8,27.0,29.6,11.0,1.8,15.2,30.6,33.3,20.9,69.92,R
1,Mississippi,MS,MS-1,2016,3.1,86.3,9.1,0.1,0.7,1.3,28.3,16.9,23.7,10.1,20.9,80.8,13.4,9.7,43194,10.5,31.5,24.6,7.1,13.0,1.8,1.0242,0.7758,3.9,83.6,764223,37.9,68.6,28.1,0.2,0.7,2.9,27.3,31.8,25.5,15.5,29.0,26.3,29.5,12.9,2.3,16.4,31.7,31.2,20.7,68.72,R
2,Mississippi,MS,MS-2,2016,6.0,82.9,12.3,0.6,1.6,1.2,28.1,21.9,22.0,10.2,17.7,73.2,21.6,13.5,34392,13.1,35.4,23.6,6.1,11.5,1.1,0.7667,0.3333,2.4,77.6,705911,36.2,30.8,66.6,0.4,0.5,1.8,28.2,32.6,24.6,14.6,37.6,27.1,23.6,10.3,1.5,19.4,31.3,30.0,19.3,67.11,D
3,Mississippi,MS,MS-3,2016,3.5,85.5,9.9,0.2,1.2,1.0,36.3,16.2,23.2,10.5,13.8,73.4,19.7,10.0,45115,10.9,32.0,25.9,6.4,12.6,2.2,1.3948,0.8052,4.2,82.4,751004,37.1,60.9,35.8,0.9,0.8,2.7,27.4,32.1,25.3,15.1,29.8,24.0,26.5,15.8,3.8,14.5,30.3,29.2,25.9,66.2,R
4,Mississippi,MS,MS-4,2016,5.0,83.3,8.5,0.4,2.1,3.1,31.8,19.9,22.2,12.4,13.7,75.6,18.4,8.5,45192,12.9,33.4,23.9,11.6,15.5,2.7,1.5066,1.1934,4.8,84.4,767588,37.5,71.6,23.6,0.3,1.6,4.1,26.9,32.6,25.5,15.0,29.3,24.3,31.0,12.5,2.8,13.6,30.1,35.3,21.1,65.04,R
2,Mississippi,MS,MS-2,2018,4.7,83.0,11.4,0.5,1.4,1.1,28.4,19.5,20.8,10.5,20.8,75.0,19.4,12.5,36899,12.7,36.2,25.6,5.1,11.3,1.1,0.66,0.44,2.5,82.7,695797,37.3,31.4,66.9,0.3,0.2,1.8,27.1,31.3,25.4,15.3,35.2,26.2,27.4,9.7,1.6,17.0,30.5,32.4,20.2,71.79,D
4,Mississippi,MS,MS-4,2018,4.5,84.5,8.9,0.2,2.3,2.2,32.4,19.7,21.4,11.5,15.0,77.0,17.0,10.6,45341,13.9,34.6,23.4,10.1,14.8,2.9,1.6646,1.2354,4.6,89.6,774983,37.7,71.2,23.7,0.2,1.5,4.3,25.6,32.7,24.9,15.9,29.0,24.7,29.4,14.2,2.7,12.7,29.8,34.5,23.1,68.22,R
3,Mississippi,MS,MS-3,2018,3.1,86.7,8.2,0.4,1.0,1.1,38.3,17.5,19.7,10.0,14.6,73.1,21.7,11.4,46700,10.2,34.4,27.3,6.3,11.2,2.9,1.9227,0.9773,4.2,86.5,746155,37.5,59.6,36.5,1.0,1.3,2.0,25.4,33.2,23.8,16.4,29.5,22.8,28.2,14.9,4.5,13.2,28.1,30.5,28.3,62.3,R
1,Mississippi,MS,MS-1,2018,3.8,87.2,7.6,0.0,0.8,1.1,30.2,16.6,20.7,8.9,23.6,79.1,14.9,8.0,48063,11.7,32.3,23.9,7.0,12.1,2.4,1.5648,0.8352,3.7,86.6,769595,38.3,67.6,27.8,0.2,0.6,3.3,26.5,31.8,25.4,15.7,25.6,26.3,30.4,14.6,3.1,15.8,30.9,32.1,21.1,66.91,R
1,Missouri,MO,MO-1,2014,7.1,75.8,8.2,7.2,3.8,1.6,37.9,21.2,25.2,5.5,10.3,85.9,10.3,12.3,40843,13.7,46.2,33.6,7.9,17.7,5.1,2.9988,2.1012,6.7,81.6,744782,35.6,44.2,49.2,0.2,2.6,2.8,25.4,36.1,26.2,12.4,30.4,28.6,27.4,10.9,2.7,11.9,25.7,31.4,31.0,72.98,D
2,Missouri,MO,MO-2,2014,2.8,86.3,6.3,0.9,0.9,0.7,50.8,13.1,24.4,5.6,6.1,87.0,8.1,3.3,74868,5.9,32.2,25.9,8.1,11.6,7.2,3.1464,4.0536,8.8,90.4,758288,42.2,89.6,3.4,0.1,4.7,3.0,24.1,29.8,28.7,17.5,13.3,19.6,31.2,26.4,9.5,5.2,19.5,27.3,48.0,64.12,R
3,Missouri,MO,MO-3,2014,3.7,84.6,9.0,0.3,1.1,1.1,33.1,16.2,26.3,10.6,13.8,82.4,12.4,5.4,58204,9.4,29.0,22.8,9.7,12.4,2.1,1.0353,1.0647,3.2,85.2,766993,38.5,92.5,3.7,0.4,0.8,2.2,26.4,31.6,27.4,14.5,18.8,23.9,36.3,18.3,2.7,10.3,33.6,32.3,23.8,68.33,R
4,Missouri,MO,MO-4,2014,3.7,77.3,9.6,0.6,3.6,1.5,34.1,17.6,24.2,9.5,14.6,75.5,17.3,9.4,45674,12.6,34.4,34.5,10.9,18.6,2.8,1.6996,1.1004,5.0,82.9,763003,36.7,88.8,4.9,0.5,1.4,3.5,26.5,33.4,25.1,15.2,27.0,27.1,31.5,12.5,2.0,11.8,34.9,29.2,24.1,68.08,R
5,Missouri,MO,MO-5,2014,4.5,81.6,8.6,2.1,1.8,1.7,34.6,18.6,25.6,7.6,13.5,83.4,11.6,8.9,43513,13.3,43.9,25.8,8.4,16.1,5.3,3.127,2.173,9.1,81.1,758442,36.9,67.3,22.2,0.5,1.9,8.9,25.9,34.1,25.9,14.2,28.0,27.9,29.2,12.7,2.2,10.8,32.2,30.6,26.4,51.59,D
6,Missouri,MO,MO-6,2014,3.3,83.0,8.8,0.6,1.8,1.4,34.3,16.6,25.2,9.0,15.0,79.7,14.3,6.8,54389,9.9,32.6,24.3,9.8,15.2,2.8,1.2488,1.5512,4.5,84.8,760291,38.9,90.9,4.3,0.4,1.3,3.7,26.3,31.7,26.9,15.1,21.6,24.2,33.3,17.6,3.2,8.7,34.8,30.0,26.6,66.65,R
7,Missouri,MO,MO-7,2014,4.0,81.5,10.5,0.5,2.0,1.5,32.6,19.0,25.4,9.7,13.3,81.9,10.9,8.7,41004,14.2,34.7,31.9,10.0,17.5,3.0,1.932,1.068,5.1,82.0,765669,38.3,92.5,2.1,0.9,1.3,4.8,25.7,32.4,25.7,16.2,28.7,29.4,29.2,10.8,2.0,12.4,33.0,31.7,22.9,63.46,R
8,Missouri,MO,MO-8,2014,4.7,83.6,10.5,0.3,1.9,1.0,28.6,20.6,21.8,12.6,16.4,79.5,13.6,10.8,38400,14.3,33.3,23.6,10.6,15.1,1.4,0.9268,0.4732,2.4,77.2,746121,41.1,91.7,4.9,0.5,0.7,1.8,25.1,29.6,27.5,17.7,32.8,28.3,28.2,9.1,1.5,18.3,38.2,27.4,16.1,66.65,R
1,Missouri,MO,MO-1,2016,5.0,75.2,8.9,7.4,2.9,1.6,36.6,22.2,24.5,4.9,11.8,85.2,10.3,9.7,45172,10.2,45.2,32.3,7.0,17.5,5.9,3.4456,2.4544,7.8,87.2,735410,35.5,43.3,49.0,0.3,3.1,3.6,24.7,37.1,25.4,12.9,26.6,27.6,28.9,13.3,3.7,11.2,25.4,31.7,31.8,75.47,D
2,Missouri,MO,MO-2,2016,2.1,86.0,5.2,0.7,1.0,0.8,48.6,13.8,24.6,5.6,7.3,87.3,8.1,2.5,79724,4.4,33.0,22.3,8.1,11.9,8.1,3.2805,4.8195,10.3,92.6,763176,43.2,89.4,4.1,0.1,4.4,2.6,23.9,28.6,29.1,18.4,11.7,19.2,30.3,28.3,10.6,5.2,19.3,26.3,49.2,58.54,R
3,Missouri,MO,MO-3,2016,2.4,85.2,8.2,0.3,0.9,0.6,34.1,17.4,24.3,10.1,14.0,83.1,12.2,4.4,61929,6.1,28.6,22.4,9.3,13.2,1.8,0.8226,0.9774,3.0,90.4,783679,38.7,92.5,3.4,0.3,1.1,2.4,26.7,30.9,27.3,15.2,16.7,23.0,35.1,21.2,3.9,9.6,31.3,32.8,26.4,67.84,R
4,Missouri,MO,MO-4,2016,2.6,78.3,10.5,0.1,2.3,1.7,33.1,18.6,22.7,10.6,14.9,77.5,14.8,7.4,48065,9.5,33.5,32.6,10.3,17.4,3.5,1.9075,1.5925,6.0,86.9,761860,36.6,88.9,4.7,0.8,1.9,3.6,26.5,32.5,24.7,16.3,24.5,27.2,32.3,13.6,2.3,11.4,34.3,30.3,23.9,67.83,R
5,Missouri,MO,MO-5,2016,3.7,82.8,8.2,2.0,1.5,1.0,34.2,17.9,24.4,8.9,14.7,83.9,10.2,7.1,48693,11.1,42.4,23.2,8.2,14.4,5.7,3.3003,2.3997,9.6,88.0,763288,37.1,68.4,22.3,0.5,2.2,9.1,25.7,33.8,25.8,14.8,24.1,26.8,31.8,14.1,3.1,9.9,31.3,30.6,28.2,58.83,D
6,Missouri,MO,MO-6,2016,2.5,83.2,8.2,0.2,2.2,1.1,36.8,15.6,23.4,9.0,15.3,78.9,15.4,5.2,58532,7.8,32.3,24.2,9.4,15.7,3.1,1.5128,1.5872,5.1,88.2,767878,38.7,90.4,3.9,0.3,1.6,3.9,26.4,31.1,26.5,15.9,19.9,23.4,33.4,19.8,3.7,8.9,33.6,28.9,28.6,68.02,R
7,Missouri,MO,MO-7,2016,3.0,80.6,10.6,0.3,1.7,1.7,30.8,17.8,26.6,10.0,14.8,83.2,10.1,8.2,44619,11.0,35.3,29.3,9.6,17.3,3.3,2.0328,1.2672,5.5,88.2,776586,37.7,91.7,1.9,1.2,1.4,5.0,26.1,31.9,25.0,16.9,25.6,29.6,30.9,11.7,2.3,11.5,32.2,33.1,23.2,67.54,R
8,Missouri,MO,MO-8,2016,3.3,81.8,10.2,0.4,2.4,1.0,28.2,20.2,21.5,11.4,18.7,78.3,14.6,9.5,40639,11.3,33.5,22.6,9.9,15.1,1.4,0.8778,0.5222,2.8,81.2,741123,40.8,91.7,4.7,0.6,0.8,1.7,25.4,29.5,27.1,18.0,31.5,27.1,29.0,10.7,1.8,16.4,38.9,29.7,15.1,74.4,R
2,Missouri,MO,MO-2,2018,2.0,85.8,5.7,0.5,0.7,0.8,50.1,13.1,23.4,5.6,7.8,87.8,7.3,2.7,85654,4.1,31.6,23.3,6.7,10.8,8.0,3.16,4.84,9.9,95.1,760689,42.8,88.1,3.8,0.2,5.4,2.8,23.0,28.8,28.4,18.9,10.5,17.3,29.3,29.0,13.8,4.2,18.7,27.5,49.7,51.18,R
6,Missouri,MO,MO-6,2018,2.0,82.5,8.8,0.4,1.6,1.2,36.7,14.9,21.5,9.4,17.5,80.8,12.8,4.3,61209,8.4,33.8,23.2,8.5,13.6,3.1,1.3175,1.7825,4.9,91.4,780002,38.6,90.1,4.3,0.5,1.3,4.1,25.1,30.8,26.1,16.5,18.0,22.5,33.7,20.7,5.1,8.3,32.6,30.0,29.1,65.42,R
3,Missouri,MO,MO-3,2018,2.4,86.0,7.8,0.2,1.1,0.8,35.6,16.7,22.5,11.1,14.1,83.4,11.7,3.9,64722,7.4,29.7,22.0,8.3,12.5,2.7,1.2663,1.4337,3.4,93.0,793405,39.2,92.8,3.6,0.2,0.9,2.4,24.7,31.4,27.3,16.1,15.2,22.2,35.6,21.9,5.1,8.9,31.8,32.1,27.1,65.08,R
4,Missouri,MO,MO-4,2018,2.6,78.7,9.7,0.4,4.6,1.6,35.2,18.1,20.8,10.0,15.9,76.2,16.5,5.6,50838,10.5,34.2,31.9,10.0,16.6,3.7,2.1534,1.5466,6.3,91.2,770500,37.2,89.1,4.4,0.7,1.8,4.0,26.1,32.9,24.4,17.0,21.6,27.5,31.5,16.3,3.0,9.5,33.4,31.0,26.1,64.82,R
8,Missouri,MO,MO-8,2018,2.8,81.0,11.8,0.6,1.4,0.8,29.3,19.2,20.9,11.7,18.9,78.0,14.8,9.5,41997,11.4,33.6,21.6,9.4,14.5,1.3,0.7189,0.5811,2.7,85.9,737972,41.3,91.8,4.5,0.4,0.8,1.8,25.0,29.1,27.1,19.0,29.7,27.9,28.4,11.7,2.1,15.4,38.7,28.3,17.7,73.39,R
5,Missouri,MO,MO-5,2018,3.1,82.5,7.7,1.9,1.7,1.6,36.7,17.5,22.1,9.0,14.8,83.0,11.7,6.3,52235,11.6,42.3,23.1,7.4,14.0,6.2,3.6394,2.5606,9.6,91.8,771847,36.8,68.8,22.1,0.3,2.1,9.2,25.8,34.6,24.6,15.5,21.5,26.1,30.6,18.0,3.7,9.2,30.6,31.6,28.6,61.67,D
1,Missouri,MO,MO-1,2018,3.5,77.2,7.3,6.1,4.1,1.6,40.9,19.5,21.1,5.0,13.6,85.9,9.8,10.6,46850,10.0,47.5,30.7,6.7,19.0,6.3,3.5028,2.7972,9.0,88.8,728365,36.3,43.4,49.4,0.2,3.2,3.4,23.3,37.2,24.6,14.6,27.1,25.7,28.8,14.3,4.1,10.5,25.2,30.8,33.5,80.1,D
7,Missouri,MO,MO-7,2018,2.5,83.1,9.7,0.3,1.3,1.3,34.4,17.0,23.4,8.5,16.7,84.4,8.8,7.2,45610,11.9,36.4,28.7,8.0,14.7,2.6,1.4404,1.1596,4.8,88.3,783672,38.4,91.3,2.1,1.1,1.4,5.3,24.3,32.1,24.8,17.6,25.7,28.4,30.2,12.6,3.0,10.7,32.3,33.2,23.7,66.23,R
0,Montana,MT,MT-0,2014,3.1,74.7,10.4,1.1,4.6,2.1,36.1,18.8,22.3,13.1,9.7,72.4,17.4,7.5,46328,14.2,38.9,25.5,10.6,16.2,2.3,1.2006,1.0994,3.9,84.2,1023579,39.6,89.4,0.6,6.8,0.8,3.4,24.6,31.0,27.6,16.6,25.7,27.4,29.8,13.9,3.2,7.4,30.6,32.7,29.3,55.41,R
0,Montana,MT,MT-0,2016,3.0,76.0,9.2,0.7,5.7,2.2,36.3,20.2,21.6,11.9,10.0,74.6,16.4,6.4,50027,8.1,38.1,25.3,10.5,16.1,2.1,0.9891,1.1109,3.7,87.8,1042520,40.1,89.0,0.4,6.4,0.9,3.6,24.6,30.8,27.1,17.6,23.1,26.9,30.8,15.5,3.7,7.2,29.0,32.9,31.0,56.19,R
0,Montana,MT,MT-0,2018,2.2,74.9,9.5,0.8,5.5,2.1,36.6,19.5,21.5,11.5,10.8,75.0,16.3,6.3,55328,8.2,38.4,24.4,10.2,14.9,2.2,0.9218,1.2782,4.4,89.9,1062305,40.1,88.6,0.5,6.4,0.9,3.9,23.7,31.1,25.7,18.9,21.2,24.1,33.1,17.5,4.0,6.1,27.9,34.2,31.7,50.88,R
1,Nebraska,NE,NE-1,2014,2.8,81.9,9.8,0.6,2.9,1.3,35.7,17.3,23.2,9.7,14.1,77.7,16.7,4.5,54310,8.8,34.9,32.2,9.6,17.7,6.4,3.9424,2.4576,9.9,87.4,634290,35.4,89.5,3.0,1.2,2.6,8.3,27.7,33.8,24.6,13.9,20.0,25.0,34.5,17.5,3.0,8.1,27.3,34.6,30.1,68.82,R
2,Nebraska,NE,NE-2,2014,3.6,85.3,7.8,1.1,1.8,1.1,40.1,16.8,25.5,8.0,9.6,84.5,11.6,6.5,56867,10.4,36.5,27.3,8.4,16.9,8.2,5.5596,2.6404,12.8,86.1,641045,34.0,82.0,9.8,0.8,3.0,11.0,28.9,35.5,24.4,11.2,19.6,24.1,31.6,20.5,4.2,10.4,21.8,30.0,37.8,48.9,D
3,Nebraska,NE,NE-3,2014,2.4,77.7,11.2,0.2,3.9,1.1,32.0,17.3,21.5,13.0,16.2,76.2,13.6,6.6,48359,9.8,34.1,21.3,9.2,14.5,5.3,3.4079,1.8921,9.1,81.2,606168,40.3,93.7,1.2,0.9,0.7,11.1,26.7,28.6,26.4,18.3,24.7,26.8,33.2,12.9,2.4,10.7,32.7,35.9,20.7,75.39,R
1,Nebraska,NE,NE-1,2016,2.5,81.2,9.9,0.5,2.7,1.5,36.9,16.8,23.8,9.5,12.9,78.7,15.7,6.0,58537,7.7,35.6,31.6,8.3,17.5,7.0,4.627,2.373,11.0,89.9,639048,35.4,89.2,3.1,1.3,2.4,8.7,27.1,34.1,23.9,14.9,19.0,25.1,32.5,19.9,3.6,7.7,26.4,33.4,32.5,69.45,R
2,Nebraska,NE,NE-2,2016,2.7,84.4,7.4,1.0,1.4,1.6,41.2,15.7,24.8,7.5,10.9,85.2,10.8,5.7,62621,8.9,36.8,26.8,8.4,16.1,8.6,5.8738,2.7262,13.9,90.0,661142,34.8,81.9,9.6,0.3,3.6,11.1,28.9,35.0,24.3,11.9,17.7,22.6,30.9,22.6,6.1,9.3,21.9,29.6,39.2,48.93,R
3,Nebraska,NE,NE-3,2016,2.4,80.2,9.8,0.2,3.4,1.4,31.5,17.1,21.6,12.6,17.2,76.7,14.9,6.7,50985,9.1,36.4,21.0,8.6,14.0,5.4,3.4452,1.9548,9.5,85.9,606926,39.8,92.9,1.1,0.9,0.7,12.1,27.1,28.7,25.8,18.4,22.7,26.3,33.0,15.2,2.9,10.4,31.1,36.4,22.2,100.0,R
2,Nebraska,NE,NE-2,2018,2.6,83.4,8.5,0.9,1.8,1.2,42.8,16.0,22.4,7.3,11.5,85.2,10.7,5.3,67293,9.0,37.7,26.2,7.6,14.8,8.9,5.3222,3.5778,13.1,93.2,673005,35.2,80.9,9.6,0.7,3.6,11.6,28.4,34.9,23.7,12.8,16.5,19.9,32.1,24.2,7.2,8.7,20.5,30.0,40.8,51.0,R
3,Nebraska,NE,NE-3,2018,2.2,80.6,9.5,0.2,2.6,0.8,32.3,16.6,19.8,13.5,17.7,75.5,14.5,5.1,52101,8.1,34.8,19.7,8.0,14.4,5.6,3.6568,1.9432,9.5,88.9,602579,39.9,90.9,1.3,1.1,0.8,12.0,26.1,28.9,24.6,19.8,22.4,25.7,33.1,15.8,2.9,9.7,31.2,36.3,22.9,76.72,R
1,Nebraska,NE,NE-1,2018,2.3,82.0,8.3,0.6,3.0,1.2,38.4,17.1,20.6,10.1,13.9,77.2,16.0,4.6,60057,7.7,37.0,30.6,8.6,17.1,6.9,3.8847,3.0153,10.8,92.8,653684,35.9,87.9,2.9,1.2,2.7,9.8,26.8,34.3,23.4,15.2,17.3,23.8,32.9,22.1,3.8,7.3,26.1,33.6,32.9,60.36,R
1,Nevada,NV,NV-1,2014,7.3,70.5,11.2,9.7,3.0,3.8,17.5,37.8,25.8,7.9,11.0,87.3,7.4,10.2,37724,23.1,41.8,22.5,8.0,21.7,30.3,19.6344,10.6656,47.2,80.9,693623,35.8,54.9,11.6,0.5,8.9,44.0,25.6,36.0,25.8,12.7,31.9,31.3,26.9,8.4,1.5,23.0,32.8,29.0,15.2,56.84,D
2,Nevada,NV,NV-2,2014,4.8,77.6,11.1,2.9,3.1,1.6,32.0,20.8,25.0,10.2,12.0,79.4,14.6,6.2,53070,12.9,37.3,27.7,10.5,18.9,12.5,7.45,5.05,20.8,86.4,697426,38.7,83.2,1.6,2.2,4.4,21.8,25.1,31.9,27.5,15.5,22.3,24.6,32.5,17.2,3.3,12.8,27.0,34.8,25.3,65.73,R
3,Nevada,NV,NV-3,2014,4.7,82.7,8.2,1.8,0.9,2.4,33.8,25.7,28.0,5.8,6.7,83.9,11.1,4.1,62934,10.9,35.7,25.8,9.8,19.3,18.9,7.0119,11.8881,26.4,92.4,734973,38.5,68.0,6.5,0.5,13.8,17.0,24.5,35.6,25.4,14.4,14.9,22.8,36.3,21.0,5.1,8.2,24.4,35.8,31.8,60.75,R
4,Nevada,NV,NV-4,2014,5.9,78.6,11.6,3.0,1.4,2.1,26.0,26.7,28.1,9.9,9.3,81.3,14.3,6.1,52378,14.1,33.7,22.8,10.9,19.5,16.1,8.6779,7.4221,28.7,89.5,713077,36.6,66.0,14.5,1.1,6.4,29.2,27.7,34.3,24.2,13.8,20.8,26.6,34.6,15.2,2.6,16.3,29.0,35.6,19.1,48.53,R
1,Nevada,NV,NV-1,2016,4.8,74.1,11.4,7.8,1.4,2.9,17.2,35.3,26.7,10.0,10.8,89.5,5.8,9.9,38000,18.3,41.9,20.9,6.4,18.7,32.9,19.7729,13.1271,51.4,86.1,722331,36.0,53.0,11.5,0.7,10.2,46.6,25.7,36.2,24.9,13.2,30.7,30.3,27.8,9.5,1.7,22.7,32.5,29.5,15.2,61.87,D
2,Nevada,NV,NV-2,2016,3.7,77.1,10.6,2.8,2.9,1.7,32.5,21.2,24.0,10.0,12.4,79.3,15.1,5.6,58214,9.1,36.6,28.5,10.5,17.1,12.5,6.7875,5.7125,20.4,91.1,713779,39.5,80.9,1.7,2.5,4.6,22.3,24.6,31.7,27.1,16.6,19.4,23.5,32.2,19.8,5.2,12.1,26.4,36.0,25.4,58.3,R
3,Nevada,NV,NV-3,2016,4.0,83.4,8.0,1.1,0.9,1.0,36.4,24.7,25.9,5.5,7.4,83.3,10.9,4.7,68396,7.2,35.2,25.8,9.3,15.4,17.9,6.5335,11.3665,23.7,94.2,779908,39.0,68.0,6.7,0.5,15.1,16.6,24.0,34.5,25.6,15.9,14.3,21.2,35.2,22.7,6.6,6.7,27.6,34.2,31.5,47.23,D
4,Nevada,NV,NV-4,2016,4.3,80.0,11.0,2.0,1.5,1.6,28.7,25.1,24.7,10.2,11.3,80.9,14.0,6.1,55712,11.1,32.0,21.1,10.7,16.6,16.6,9.0636,7.5364,27.8,92.0,724040,37.0,65.7,15.6,1.1,5.5,29.1,26.9,33.6,25.1,14.4,19.1,25.4,33.4,18.6,3.5,15.4,30.2,34.0,20.4,48.52,D
2,Nevada,NV,NV-2,2018,2.9,76.8,12.6,2.1,2.6,1.6,33.6,18.9,21.3,10.9,15.2,79.4,14.3,4.7,64888,9.9,37.5,25.5,10.1,16.5,11.9,5.9381,5.9619,21.8,94.3,729771,39.5,79.3,1.9,2.4,4.5,23.1,24.3,32.3,26.4,17.2,15.4,22.1,34.3,22.7,5.7,9.9,25.8,37.3,27.0,58.23,R
